batter,name,PA,BABIP,hard_hit_rate,barrel_rate,sweet_spot_rate,avg_exit_velocity,z_contact_rate,hr_fb_rate,pull_rate,o_swing_rate,gb_rate,fb_rate,bb_rate,k_rate,bb_k_ratio,wOBA,xwOBA,xwOBA_gap,team,park_factor,career_babip,babip_baseline,_age_babip,age_adj_career_babip,park_adj_babip_expected,park_adj_hrfb_expected,oaa_babip_adj,xwoba_3yr,wrc_plus_3yr,quality_tier,luck_score,platoon_modifier,career_pa,birth_year,age,seasonal_pattern,amplification_cap_applied,verdict,chase_signal,this_is_real,tier_sell,age_flag
687462,Spencer Horwitz,72,0.311,0.277,0.021,0.043,86.3468085106383,0.955,0.2,0.447,0.252,0.426,0.213,0.167,0.167,1.0,0.379,0.338,-0.041,PIT,1.0,0.3187,0.3187,29,0.3187,0.3207,0.145,0.002033898305084746,0.33064354066985646,105.0,Above Avg (100-119),-0.0178,,886.0,1997,29,,False,Neutral,,Monitor,,
666211,Taylor Trammell,33,0.5,0.45,0.05,0.1,88.635,0.778,0.0,0.55,0.241,0.55,0.25,0.121,0.273,0.444,0.389,0.29,-0.099,HOU,1.0,,0.3,29,0.3,0.2923,0.145,0.0023272727272727273,0.28092964824120603,89.2,Below Avg (85-94),-0.0179,,507.0,1997,29,,False,Neutral,,,,
666126,Carlos Cortes,58,0.326,0.511,0.128,0.213,91.4659574468085,0.881,0.222,0.396,0.229,0.5,0.188,0.103,0.069,1.5,0.398,0.446,0.048,ATH,0.96,,0.3,29,0.3,0.2888,0.1392,0.000773109243697479,0.314,95.7,Average (95-99),-0.019,,127.0,1997,29,,False,Neutral,,,,
680728,Adrian Del castillo,38,0.385,0.385,0.077,0.231,88.51153846153846,0.854,0.2,0.296,0.314,0.444,0.185,0.026,0.263,0.1,0.359,0.328,-0.031,AZ,1.0,,0.3,27,0.3,0.3013,0.145,0.0012658227848101266,0.28057339449541285,89.1,Below Avg (85-94),-0.0199,,239.0,1999,27,,False,Neutral,,,,
661388,William Contreras,92,0.333,0.437,0.07,0.141,91.29859154929578,0.922,0.133,0.394,0.257,0.423,0.211,0.098,0.13,0.75,0.37,0.359,-0.011,MIL,1.0,0.3266,0.3266,29,0.3266,0.3275,0.145,0.0009230769230769231,0.34232221652129297,108.7,Above Avg (100-119),-0.0202,,2579.0,1997,29,,False,Neutral,,Confirmed,,
606192,Teoscar Hernández,85,0.312,0.392,0.137,0.176,89.02156862745099,0.796,0.267,0.269,0.309,0.462,0.288,0.071,0.318,0.222,0.319,0.336,0.017,LAD,1.0,0.3109,0.3109,34,0.3016,0.3027,0.145,0.0011130434782608697,0.335316631130064,106.4,Above Avg (100-119),-0.021,,4463.0,1992,34,,False,Neutral,,,,
681297,Colton Cowser,58,0.303,0.485,0.121,0.152,86.24848484848485,0.7,0.0,0.424,0.282,0.588,0.206,0.103,0.31,0.333,0.243,0.293,0.05,BAL,1.0,0.267,0.267,26,0.267,0.2554,0.145,-0.0015546558704453441,0.31633366733466933,100.4,Above Avg (100-119),-0.021,,1038.0,2000,26,,False,Neutral,,,,
665966,Carlos Narváez,52,0.324,0.543,0.086,0.114,92.11142857142858,0.864,0.091,0.257,0.333,0.429,0.314,0.038,0.288,0.133,0.287,0.275,-0.012,BOS,1.0,,0.3,28,0.3,0.297,0.145,-0.0030384615384615385,0.2934229934924078,93.2,Below Avg (85-94),-0.0212,,500.0,1998,28,,False,Neutral,,,,
643376,Danny Jansen,58,0.303,0.265,0.059,0.147,86.09705882352942,0.843,0.2,0.471,0.235,0.382,0.147,0.069,0.345,0.2,0.262,0.236,-0.026,TEX,1.05,0.2754,0.2754,31,0.2754,0.2909,0.1522,0.0016666666666666668,0.3022983367983368,100.8,Above Avg (100-119),-0.0218,,2081.0,1995,31,,False,Neutral,,,,
808982,Jung hoo Lee,92,0.3,0.38,0.014,0.056,88.55352112676057,0.961,0.077,0.38,0.261,0.479,0.183,0.076,0.152,0.5,0.313,0.324,0.011,SF,0.91,0.3151,0.3151,28,0.3151,0.2888,0.1319,0.0020732394366197184,0.3216116129032258,92.9,Below Avg (85-94),-0.0234,Platoon-weak overperformance (amplified),837.0,1998,28,,False,Neutral,,,,
677592,Everson Pereira,47,0.345,0.469,0.125,0.281,88.61875,0.825,0.375,0.375,0.356,0.438,0.25,0.085,0.213,0.4,0.423,0.427,0.004,CWS,1.0,,0.3,25,0.3,0.2998,0.145,-0.00025,0.26072727272727275,82.8,Poor (<85),-0.0242,Platoon-strength sell (dampened),193.0,2001,25,,False,Neutral,,,,
672016,Denzel Clarke,60,0.31,0.536,0.036,0.036,91.89642857142856,0.789,0.0,0.379,0.29,0.75,0.062,0.067,0.4,0.167,0.197,0.205,0.008,ATH,0.96,,0.3,26,0.3,0.2754,0.1392,-0.0026115702479338845,0.25,76.2,Poor (<85),-0.0247,,203.0,2000,26,,False,Neutral,,,,
543510,James Mccann,39,0.333,0.417,0.083,0.125,92.35416666666669,0.86,0.0,0.167,0.442,0.56,0.2,0.026,0.333,0.077,0.235,0.215,-0.02,AZ,1.0,0.2756,0.2756,36,0.2591,0.2504,0.145,0.0013416149068322981,0.31567785234899326,100.2,Above Avg (100-119),-0.0249,Platoon-weak overperformance (amplified),3467.0,1990,36,,False,Neutral,,,,
592626,Joc Pederson,67,0.333,0.541,0.0,0.108,93.00810810810812,0.753,0.077,0.324,0.241,0.351,0.351,0.164,0.269,0.611,0.322,0.335,0.013,TEX,1.05,0.2956,0.2956,34,0.2867,0.3032,0.1522,0.0021591695501730103,0.3577008474576271,119.2,Above Avg (100-119),-0.0259,,4653.0,1992,34,,False,Neutral,,,,
656484,Tristan Gray,46,0.348,0.423,0.154,0.231,89.20769230769231,0.8,0.5,0.462,0.407,0.296,0.222,0.043,0.348,0.125,0.345,0.351,0.006,MIN,1.0,,0.3,30,0.3,0.3076,0.145,-0.000446927374301676,0.32647540983606554,103.6,Above Avg (100-119),-0.0269,,149.0,1996,30,,False,Neutral,,,,
808975,Hyeseong Kim,41,0.417,0.2,0.08,0.16,87.46,0.939,0.125,0.16,0.299,0.36,0.32,0.146,0.244,0.6,0.388,0.366,-0.022,LAD,1.0,,0.3,27,0.3,0.2996,0.145,-0.0003522012578616352,0.251,79.7,Poor (<85),-0.0269,,187.0,1999,27,,False,Neutral,,,,
702222,Justin Crawford,74,0.32,0.38,0.02,0.1,87.85799999999999,0.889,0.0,0.32,0.359,0.68,0.12,0.095,0.203,0.467,0.325,0.292,-0.033,PHI,1.06,,0.3,22,0.3,0.3072,0.1537,-0.0007662835249042146,,100.0,Above Avg (100-119),-0.027,Platoon-strength sell (dampened),55.0,2004,22,,False,Neutral,,,,
663616,Trevor Larnach,59,0.333,0.353,0.088,0.176,87.79117647058824,0.865,0.125,0.382,0.273,0.294,0.235,0.237,0.186,1.273,0.396,0.392,-0.004,MIN,1.0,0.2957,0.2957,29,0.2957,0.3047,0.145,0.0009850746268656716,0.32857845631891436,104.3,Above Avg (100-119),-0.0283,,1694.0,1997,29,,False,Neutral,,,,
669134,Luis Campusano,39,0.4,0.481,0.111,0.296,85.21481481481482,0.833,0.286,0.481,0.355,0.407,0.259,0.077,0.231,0.333,0.441,0.382,-0.059,SD,1.0,0.3106,0.3106,28,0.3106,0.3153,0.145,0.004689655172413793,0.31227999999999995,99.1,Average (95-99),-0.0286,,610.0,1998,28,,False,Neutral,,,,
678489,Jorge Barrosa,63,0.314,0.222,0.083,0.139,80.23333333333333,0.921,0.111,0.417,0.333,0.5,0.237,0.048,0.333,0.143,0.29,0.239,-0.051,AZ,1.0,,0.3,25,0.3,0.3015,0.145,0.0014705882352941176,0.22236842105263158,70.6,Poor (<85),-0.0298,Platoon-weak overperformance (amplified),136.0,2001,25,,False,Neutral,,,,
700932,Kyle Manzardo,76,0.316,0.282,0.103,0.051,88.48205128205129,0.769,0.111,0.553,0.299,0.436,0.231,0.079,0.382,0.207,0.247,0.29,0.043,CLE,1.0,0.284,0.284,26,0.284,0.2833,0.145,-0.0007384615384615384,0.31155458515283846,98.9,Average (95-99),-0.0307,,736.0,2000,26,,False,Neutral,,,,
500743,Miguel Rojas,39,0.414,0.433,0.067,0.2,89.56,0.778,0.2,0.333,0.325,0.452,0.161,0.077,0.128,0.6,0.423,0.391,-0.032,LAD,1.0,0.3012,0.3012,37,0.2741,0.2769,0.145,0.0028059701492537314,0.2961959145775302,94.0,Below Avg (85-94),-0.0311,Platoon-strength sell (dampened),4190.0,1989,37,,False,Neutral,,,,
666176,Jo Adell,107,0.299,0.494,0.051,0.127,91.83037974683543,0.863,0.107,0.288,0.37,0.362,0.35,0.019,0.206,0.091,0.289,0.317,0.028,LAA,1.0,0.273,0.273,27,0.273,0.2714,0.145,-0.0016,0.33656998158379375,106.8,Above Avg (100-119),-0.0326,Platoon-strength sell (dampened),1716.0,1999,27,,False,Neutral,,,,
666152,David Hamilton,67,0.295,0.25,0.023,0.114,76.94772727272728,0.947,0.0,0.432,0.326,0.674,0.196,0.134,0.164,0.818,0.299,0.283,-0.016,MIL,1.0,0.2788,0.2788,29,0.2788,0.2689,0.145,0.00014814814814814815,0.2719981818181818,86.3,Below Avg (85-94),-0.0331,Platoon-weak overperformance (amplified),593.0,1997,29,,False,Neutral,,,,
805808,Kevin McGonigle,103,0.338,0.4,0.12,0.213,88.46,0.908,0.036,0.4,0.216,0.28,0.373,0.136,0.136,1.0,0.383,0.41,0.027,DET,1.0,,0.3,22,0.3,0.3049,0.145,-0.0030538641686182672,,100.0,Above Avg (100-119),-0.0377,Platoon-strength sell (dampened),69.0,2004,22,,False,Neutral,,Confirmed,,
668804,Bryan Reynolds,106,0.328,0.426,0.098,0.197,91.3639344262295,0.882,0.214,0.41,0.255,0.475,0.23,0.16,0.255,0.63,0.353,0.361,0.008,PIT,1.0,0.3117,0.3117,31,0.3117,0.3133,0.145,0.001581609195402299,0.3499939577039275,111.1,Above Avg (100-119),-0.0384,,4072.0,1995,31,,False,Neutral,,,,
671976,Tristan Peters,52,0.344,0.156,0.031,0.094,77.453125,0.786,0.0,0.625,0.364,0.394,0.212,0.077,0.288,0.267,0.268,0.246,-0.022,CWS,1.0,,0.3,26,0.3,0.2989,0.145,-0.001103448275862069,0.146,46.3,Poor (<85),-0.0385,,51.0,2000,26,,False,Neutral,,,,
543877,Christian Vázquez,41,0.4,0.296,0.037,0.037,87.01481481481481,0.881,0.25,0.519,0.294,0.464,0.286,0.122,0.195,0.625,0.441,0.363,-0.078,HOU,1.0,0.2844,0.2844,36,0.2673,0.2685,0.145,0.0012275132275132276,0.26975000000000005,85.6,Below Avg (85-94),-0.0404,,3542.0,1990,36,,False,Neutral,,,,
670242,Matt Wallner,85,0.308,0.5,0.095,0.19,90.34761904761903,0.764,0.333,0.476,0.308,0.452,0.214,0.059,0.412,0.143,0.272,0.312,0.04,MIN,1.0,0.2797,0.2797,29,0.2797,0.2802,0.145,0.0004957746478873239,0.35078610804851157,111.4,Above Avg (100-119),-0.0412,Platoon-strength sell (dampened),1040.0,1997,29,,False,Neutral,,,,
677800,Wilyer Abreu,95,0.333,0.507,0.116,0.188,91.41739130434784,0.861,0.136,0.391,0.287,0.377,0.319,0.084,0.189,0.444,0.353,0.392,0.039,BOS,1.0,0.3058,0.3058,27,0.3058,0.3029,0.145,-0.0029450549450549452,0.3316996838777661,105.3,Above Avg (100-119),-0.0413,Platoon-strength sell (dampened),1016.0,1999,27,,False,Neutral,,,,
695600,Carter Jensen,79,0.31,0.458,0.146,0.208,90.96875,0.817,0.375,0.583,0.256,0.438,0.333,0.101,0.278,0.364,0.409,0.388,-0.021,KC,1.0,,0.3,23,0.3,0.3017,0.145,0.0017360703812316714,0.443,140.6,Superstar (130+),-0.0418,Platoon-strength sell (dampened),116.0,2003,23,,False,Neutral,,Confirmed,,
642086,Dominic Smith,63,0.354,0.385,0.096,0.231,89.69999999999999,0.899,0.267,0.385,0.41,0.302,0.283,0.032,0.111,0.286,0.417,0.475,0.058,ATL,1.0,0.2983,0.2983,31,0.2983,0.3062,0.145,-0.00014746543778801843,0.31441144901610013,99.8,Average (95-99),-0.0427,,2528.0,1995,31,,False,Neutral,,Monitor,,
678882,Ceddanne Rafaela,79,0.314,0.353,0.078,0.157,87.31372549019608,0.823,0.1,0.346,0.346,0.423,0.192,0.063,0.228,0.278,0.312,0.294,-0.018,BOS,1.0,0.2972,0.2972,26,0.2972,0.2943,0.145,-0.0029387755102040815,0.28722453889334404,91.2,Below Avg (85-94),-0.0432,Platoon-strength sell (dampened),1299.0,2000,26,,False,Neutral,,,,
677649,Ezequiel Duran,53,0.351,0.432,0.054,0.108,90.35675675675677,0.902,0.167,0.316,0.321,0.526,0.158,0.075,0.208,0.364,0.338,0.303,-0.035,TEX,1.05,0.3007,0.3007,27,0.3007,0.3076,0.1522,0.00192,0.2843085896076352,94.8,Below Avg (85-94),-0.0448,,1196.0,1999,27,Second half fader (amplified),False,Neutral,,,,
695734,Daylen Lile,109,0.325,0.388,0.059,0.141,87.71764705882353,0.913,0.097,0.372,0.341,0.372,0.36,0.083,0.128,0.643,0.367,0.381,0.014,WSH,1.0,,0.3,24,0.3,0.2968,0.145,-0.003181818181818182,0.348,110.5,Above Avg (100-119),-0.0465,Platoon-strength sell (dampened),426.0,2002,24,,False,Neutral,,,,
682657,Angel Martínez,74,0.308,0.418,0.091,0.127,87.27272727272727,0.933,0.214,0.364,0.406,0.411,0.25,0.041,0.176,0.231,0.345,0.359,0.014,CLE,1.0,0.2761,0.2761,24,0.2761,0.2742,0.145,-0.0018775510204081635,0.261728943338438,83.1,Poor (<85),-0.0527,Platoon-strength sell (dampened),706.0,2002,24,,False,Neutral,,,,
693304,Nick Gonzales,78,0.339,0.407,0.017,0.102,87.62542372881356,0.86,0.0,0.39,0.318,0.559,0.153,0.051,0.179,0.286,0.285,0.305,0.02,PIT,1.0,0.3081,0.3081,27,0.3081,0.299,0.145,0.0008794326241134752,0.2992827735644637,95.0,Average (95-99),-0.0532,,972.0,1999,27,,False,Neutral,,,,
670764,Taylor Walls,55,0.294,0.176,0.0,0.0,79.00588235294117,0.873,0.0,0.324,0.214,0.486,0.27,0.055,0.255,0.214,0.257,0.247,-0.01,TB,0.94,0.243,0.243,30,0.243,0.2278,0.1363,-0.0005925925925925926,0.2654357298474946,79.2,Poor (<85),-0.0537,,1582.0,1996,30,,False,Neutral,,,,
663743,Nick Fortes,63,0.292,0.49,0.02,0.163,87.92244897959183,0.91,0.143,0.388,0.376,0.551,0.143,0.032,0.143,0.222,0.31,0.326,0.016,TB,0.94,0.2716,0.2716,30,0.2716,0.242,0.1363,-0.003311627906976744,0.25891333333333333,77.3,Poor (<85),-0.0539,Platoon-weak overperformance (amplified),1218.0,1996,30,,False,Neutral,,,,
682663,Agustín Ramírez,99,0.281,0.333,0.061,0.121,88.15454545454546,0.779,0.182,0.303,0.29,0.455,0.167,0.091,0.232,0.391,0.302,0.286,-0.016,MIA,0.95,0.281,0.281,25,0.281,0.2669,0.1377,-6.282722513089006e-05,0.332,100.1,Above Avg (100-119),-0.0549,Platoon-strength sell (dampened),654.0,2001,25,,False,Neutral,,,,
678391,Jorbit Vivas,63,0.341,0.227,0.023,0.068,81.12045454545455,0.949,0.0,0.364,0.276,0.543,0.109,0.095,0.111,0.857,0.374,0.327,-0.047,WSH,1.0,,0.3,25,0.3,0.2873,0.145,-0.0027149321266968325,0.308,97.8,Average (95-99),-0.0558,,102.0,2001,25,,False,Neutral,,Monitor,,
805367,Chase Meidroth,93,0.328,0.429,0.032,0.143,89.16825396825398,0.903,0.0,0.328,0.23,0.561,0.197,0.086,0.194,0.444,0.304,0.301,-0.003,CWS,1.0,0.303,0.303,25,0.303,0.2914,0.145,-0.001574468085106383,0.3,95.2,Average (95-99),-0.0609,Platoon-strength sell (dampened),569.0,2001,25,,False,Neutral,,,,
656811,Ryan O'hearn,92,0.35,0.46,0.095,0.19,89.92857142857143,0.88,0.176,0.46,0.293,0.46,0.27,0.141,0.163,0.867,0.385,0.426,0.041,PIT,1.0,0.3234,0.3234,33,0.3137,0.315,0.145,0.0013101736972704716,0.3418918918918919,108.5,Above Avg (100-119),-0.0615,Platoon-strength sell (dampened),2544.0,1993,33,Second half fader (amplified),False,Neutral,,Monitor,,
691026,Masyn Winn,77,0.327,0.26,0.04,0.14,84.396,0.833,0.111,0.42,0.263,0.44,0.18,0.117,0.208,0.562,0.352,0.326,-0.026,STL,1.0,0.3016,0.3016,24,0.3016,0.3026,0.145,0.0009580838323353293,0.28730587337909996,91.2,Below Avg (85-94),-0.0622,,1362.0,2002,24,,False,Neutral,,,,
677594,Julio Rodríguez,108,0.333,0.386,0.057,0.129,88.44571428571429,0.832,0.071,0.357,0.37,0.529,0.2,0.111,0.222,0.5,0.325,0.316,-0.009,SEA,1.0,0.3241,0.3241,26,0.3241,0.3123,0.145,-0.0018447488584474887,0.34624742268041236,109.9,Above Avg (100-119),-0.0679,,2671.0,2000,26,,False,Neutral,,,,
624428,Adam Frazier,47,0.391,0.25,0.042,0.083,84.08333333333333,0.873,0.333,0.5,0.322,0.615,0.115,0.128,0.298,0.429,0.343,0.292,-0.051,LAA,1.0,0.2904,0.2904,35,0.273,0.2616,0.145,-0.0014065934065934065,0.28996357615894036,92.1,Below Avg (85-94),-0.0681,,4278.0,1991,35,,False,Neutral,,,,
673962,Josh Jung,84,0.356,0.548,0.016,0.194,91.50161290322582,0.922,0.231,0.29,0.321,0.419,0.21,0.083,0.167,0.5,0.396,0.4,0.004,TEX,1.05,0.3054,0.3054,28,0.3054,0.3222,0.1522,0.0015275080906148868,0.3154876441515651,105.2,Above Avg (100-119),-0.069,Platoon-weak overperformance (amplified),1365.0,1998,28,,False,Neutral,,Monitor,,
663968,Jake Mangum,57,0.357,0.341,0.0,0.073,80.81951219512194,0.864,0.0,0.262,0.491,0.651,0.14,0.088,0.158,0.556,0.34,0.303,-0.037,PIT,1.0,,0.3,30,0.3,0.2932,0.145,0.0031758793969849245,0.276,87.6,Below Avg (85-94),-0.0706,Platoon-strength sell (dampened),465.0,1996,30,,False,Neutral,,,,
683146,Brett Baty,71,0.304,0.383,0.106,0.17,90.40425531914892,0.843,0.091,0.468,0.35,0.511,0.234,0.042,0.296,0.143,0.275,0.291,0.016,NYM,0.95,0.2815,0.2815,27,0.2815,0.2558,0.1377,-0.0016056338028169015,0.31204838709677424,94.1,Below Avg (85-94),-0.0706,,1088.0,1999,27,,False,Neutral,,,,
677588,José Tena,48,0.4,0.367,0.0,0.133,88.60666666666665,0.754,0.0,0.233,0.357,0.4,0.233,0.042,0.312,0.133,0.276,0.235,-0.041,WSH,1.0,,0.3,25,0.3,0.2983,0.145,-0.001653846153846154,0.2974878706199461,94.4,Below Avg (85-94),-0.0754,,398.0,2001,25,,False,Neutral,,,,
673548,Seiya Suzuki,58,0.387,0.412,0.088,0.118,88.86470588235295,0.838,0.333,0.324,0.195,0.382,0.265,0.155,0.224,0.692,0.423,0.424,0.001,CHC,1.0,0.3185,0.3185,32,0.3089,0.3071,0.145,-0.0017894736842105265,0.35231610775151184,111.8,Above Avg (100-119),-0.0765,Platoon-strength sell (dampened),2284.0,1994,32,,False,Neutral,,,,
595879,Javier Báez,68,0.321,0.278,0.019,0.111,84.3351851851852,0.873,0.1,0.278,0.507,0.426,0.185,0.015,0.176,0.083,0.301,0.321,0.02,DET,1.0,0.2793,0.2793,34,0.2709,0.2682,0.145,-0.0027467811158798285,0.2742725844461901,87.1,Below Avg (85-94),-0.078,Platoon-weak overperformance (amplified),5159.0,1992,34,,False,Neutral,,,,
807713,Matt Shaw,62,0.372,0.356,0.089,0.133,88.54888888888888,0.877,0.182,0.356,0.395,0.413,0.239,0.065,0.194,0.333,0.388,0.388,0.0,CHC,1.0,,0.3,25,0.3,0.3023,0.145,0.002276150627615063,0.302,95.9,Average (95-99),-0.0809,Platoon-strength sell (dampened),486.0,2001,25,,False,Neutral,,Monitor,,
664728,Kyle Isbel,71,0.333,0.356,0.067,0.133,85.69777777777777,0.944,0.3,0.333,0.35,0.449,0.204,0.056,0.239,0.235,0.337,0.323,-0.014,KC,1.0,0.2861,0.2861,29,0.2861,0.2886,0.145,0.002532818532818533,0.2735078397212543,86.8,Below Avg (85-94),-0.0815,,1554.0,1997,29,,False,Neutral,,,,
646240,Rafael Devers,101,0.328,0.484,0.097,0.226,90.91451612903224,0.721,0.111,0.381,0.302,0.381,0.286,0.05,0.327,0.152,0.26,0.279,0.019,SF,0.91,0.3228,0.3228,30,0.3228,0.2957,0.1319,0.002,0.3706611278952669,107.1,Above Avg (100-119),-0.0845,Platoon-weak overperformance (amplified),5012.0,1996,30,Second half fader (amplified),False,Neutral,,,,
621043,Carlos Correa,97,0.353,0.406,0.087,0.174,89.32173913043478,0.85,0.1,0.319,0.312,0.464,0.145,0.124,0.165,0.75,0.358,0.369,0.011,HOU,1.0,0.3241,0.3241,32,0.3144,0.3168,0.145,0.0024373464373464372,0.3386270411495754,107.5,Above Avg (100-119),-0.0861,,5405.0,1994,32,,False,Slight sell,,,Slight Regression Expected,
687263,Zach Neto,116,0.328,0.397,0.127,0.222,89.13492063492063,0.845,0.185,0.429,0.276,0.302,0.429,0.164,0.284,0.576,0.378,0.37,-0.008,LAA,1.0,0.2966,0.2966,25,0.2966,0.3026,0.145,-0.002,0.32744040404040403,103.9,Above Avg (100-119),-0.0883,,1567.0,2001,25,,False,Slight sell,,Monitor,Slight Regression Expected,
666397,Edouard Julien,75,0.378,0.435,0.087,0.261,90.16956521739132,0.853,0.143,0.348,0.188,0.565,0.152,0.12,0.267,0.45,0.333,0.36,0.027,COL,1.18,0.2815,0.2815,27,0.2815,0.3194,0.1711,-0.0028461538461538463,0.3217709923664122,120.5,Elite (120-129),-0.0924,,956.0,1999,27,,False,Slight sell,,,Slight Regression Expected,
696100,Hunter Goodman,97,0.378,0.51,0.137,0.255,93.26666666666668,0.77,0.273,0.49,0.401,0.216,0.431,0.072,0.371,0.194,0.372,0.361,-0.011,COL,1.18,0.2993,0.2993,27,0.2993,0.3581,0.1711,-0.003107438016528926,0.3085761363636364,115.6,Above Avg (100-119),-0.0927,Platoon-weak overperformance (amplified),941.0,1999,27,,False,Slight sell,,Monitor,Slight Regression Expected,
691781,Brady House,93,0.333,0.414,0.086,0.155,88.46724137931035,0.8,0.071,0.345,0.32,0.569,0.241,0.065,0.312,0.207,0.285,0.288,0.003,WSH,1.0,,0.3,23,0.3,0.2867,0.145,-0.0033368983957219253,0.284,90.2,Below Avg (85-94),-0.0992,Platoon-strength sell (dampened),336.0,2003,23,,False,Slight sell,,,Slight Regression Expected,
621566,Matt Olson,117,0.328,0.473,0.189,0.23,92.49324324324324,0.853,0.28,0.392,0.259,0.405,0.338,0.111,0.256,0.433,0.397,0.392,-0.005,ATL,1.0,0.3106,0.3106,32,0.3013,0.3025,0.145,0.0011898238747553816,0.36604509159229687,116.2,Above Avg (100-119),-0.1009,,5273.0,1994,32,,False,Slight sell,,Monitor,Slight Regression Expected,
650489,Willi Castro,76,0.39,0.405,0.071,0.143,87.96428571428571,0.778,0.083,0.405,0.359,0.405,0.286,0.079,0.355,0.222,0.299,0.287,-0.012,COL,1.18,0.2928,0.2928,29,0.2928,0.343,0.1711,-0.002457680250783699,0.31211415220293726,116.9,Above Avg (100-119),-0.1055,,2644.0,1997,29,,False,Slight sell,,,Slight Regression Expected,
553993,Eugenio Suárez,96,0.316,0.211,0.088,0.14,84.63157894736842,0.766,0.214,0.467,0.274,0.383,0.233,0.094,0.281,0.333,0.345,0.305,-0.04,CIN,1.08,0.2882,0.2882,35,0.2709,0.2936,0.1566,0.0010131926121372031,0.32586740331491715,111.7,Above Avg (100-119),-0.106,,6692.0,1991,35,,False,Slight sell,,,Slight Regression Expected,
694388,Joey Loperfido,62,0.389,0.333,0.056,0.139,88.78888888888889,0.747,0.0,0.361,0.316,0.667,0.139,0.097,0.306,0.316,0.305,0.27,-0.035,HOU,1.0,,0.3,27,0.3,0.2952,0.145,0.005160305343511451,0.27304918032786885,86.7,Below Avg (85-94),-0.1063,,417.0,1999,27,,False,Slight sell,,,Slight Regression Expected,
687859,Troy Johnston,85,0.397,0.417,0.033,0.267,88.635,0.882,0.143,0.35,0.342,0.377,0.23,0.071,0.2,0.353,0.375,0.352,-0.023,COL,1.18,,0.3,29,0.3,0.3511,0.1711,-0.0029288135593220337,0.338,126.6,Elite (120-129),-0.1068,,171.0,1997,29,,False,Slight sell,,Monitor,Slight Regression Expected,
691718,Pete Crow-armstrong,98,0.323,0.46,0.063,0.127,88.06349206349206,0.855,0.053,0.46,0.464,0.438,0.297,0.051,0.276,0.185,0.271,0.271,0.0,CHC,1.0,0.2931,0.2931,24,0.2931,0.2946,0.145,0.0014545454545454547,0.30640985130111525,97.3,Average (95-99),-0.1086,Platoon-weak overperformance (amplified),1144.0,2002,24,,False,Slight sell,Elevated chase — sell confirmed,,Slight Regression Expected,
690993,Colt Keith,72,0.389,0.556,0.093,0.204,93.9925925925926,0.886,0.0,0.463,0.203,0.481,0.259,0.056,0.194,0.286,0.335,0.343,0.008,DET,1.0,0.3083,0.3083,25,0.3083,0.3061,0.145,-0.002158273381294964,0.32633984375,103.6,Above Avg (100-119),-0.1091,,1080.0,2001,25,,False,Slight sell,,,Slight Regression Expected,
676391,Ernie Clement,101,0.344,0.269,0.0,0.118,86.68064516129033,0.954,0.0,0.43,0.429,0.366,0.215,0.01,0.069,0.143,0.327,0.287,-0.04,TOR,1.0,0.3143,0.3143,30,0.3143,0.3167,0.145,0.0023812709030100335,0.28920146520146517,91.8,Below Avg (85-94),-0.1118,,1466.0,1996,30,,False,Slight sell,Elevated chase — sell confirmed,,Slight Regression Expected,
657656,Ramón Laureano,96,0.339,0.5,0.145,0.161,89.37903225806451,0.818,0.15,0.306,0.327,0.452,0.323,0.073,0.271,0.269,0.337,0.379,0.042,SD,1.0,0.296,0.296,32,0.2871,0.2912,0.145,0.004122448979591837,0.3298825978351374,104.7,Above Avg (100-119),-0.1142,Platoon-weak overperformance (amplified),2903.0,1994,32,,False,Slight sell,High chase spike — strong sell,,Slight Regression Expected,
592885,Christian Yelich,51,0.406,0.364,0.061,0.0,87.0939393939394,0.85,0.2,0.515,0.263,0.758,0.152,0.078,0.275,0.286,0.353,0.28,-0.073,MIL,1.0,0.3221,0.3221,35,0.3028,0.2946,0.145,0.0017777777777777779,0.3488416090509113,110.7,Above Avg (100-119),-0.1144,,7083.0,1991,35,Second half fader (amplified),False,Slight sell,,,Slight Regression Expected,
669364,Xavier Edwards,108,0.375,0.444,0.062,0.136,90.25061728395062,0.935,0.059,0.333,0.203,0.463,0.207,0.12,0.12,1.0,0.384,0.368,-0.016,MIA,0.95,0.3469,0.3469,27,0.3469,0.3291,0.1377,-0.00048661800486618007,0.29433499005964214,88.8,Below Avg (85-94),-0.1146,Platoon-weak overperformance (amplified),1077.0,1999,27,,False,Slight sell,,Monitor,Slight Regression Expected,
695506,Jac Caglianone,83,0.367,0.54,0.16,0.28,95.076,0.809,0.111,0.38,0.323,0.48,0.18,0.072,0.301,0.24,0.312,0.333,0.021,KC,1.0,,0.3,23,0.3,0.3013,0.145,0.0013029315960912053,0.32100000000000006,101.9,Above Avg (100-119),-0.1151,Platoon-strength sell (dampened),286.0,2003,23,,False,Slight sell,,,Slight Regression Expected,
669236,Jeremiah Jackson,82,0.327,0.339,0.102,0.169,88.31864406779661,0.833,0.333,0.433,0.402,0.533,0.25,0.024,0.232,0.105,0.376,0.367,-0.009,BAL,1.0,,0.3,26,0.3,0.289,0.145,-0.0009660377358490566,0.291,92.4,Below Avg (85-94),-0.1166,Platoon-strength sell (dampened),230.0,2000,26,,False,Slight sell,,Monitor,Slight Regression Expected,
